MTOR	mTOR_pS2448
MTOR	mTOR_pS2448_-R-E_GBL9028297
MYC	c-Myc
MYH11	MYH11
NCOA3	AIB1
NDRG1	NDRG1_pT346
NDRG1	NDRG1_pT346_-R-V_GBL9028422
NF2	NF2
NOTCH1	Notch1
NOTCH3	Notch3
NRAS	N-Ras
PARK7	DJ-1
PARP1	PARP_cleaved
PCNA	PCNA
PDCD4	PDCD4
PDK1	PDK1
PDK1	PDK1_pS241
PDK1	PDK1_pS241_-R-V_GBL9028307
PEA15	PEA15
PEA15	PEA15_pS116
PEA15	PEA15_pS116_-R-V_GBL9028415
PECAM1	CD31
PGR	PR
PIK3CA	PI3K_p110-alpha
PIK3R1	PI3K_p85
PRKAA1	AMPK-alpha
PRKAA1	AMPK_pT172
PRKAA2	AMPK-alpha
PRKAA2	AMPK_pT172
PRKAA2	AMPK_pT172_-R-V_GBL9028261
PRKCA	PKC-alpha
PRKCA	PKC-alpha_pS657
PRKCA	PKC-alpha_pS657_-R-V_GBL9028309
PRKCA	PKC-pan-betaII_pS660
PRKCB	PKC-pan-betaII_pS660
PRKCD	PKC-delta
PRKCD	PKC-delta_pS664_-R-V_GBL9028412
PRKCD	PKC-pan-betaII_pS660
PRKCE	PKC-pan-betaII_pS660
PRKCH	PKC-pan-betaII_pS660
PRKCQ	PKC-pan-betaII_pS660
PRKCQ	PKC-pan_betaII_pS660_-R-V_GBL9028426
PTCH1	PTCH
PTEN	PTEN
PTGS2	COX-2
PTK2	FAK
PXN	Paxillin
RAB11A	Rab11
RAB11B	Rab11
RAB25	Rab25
RAD50	Rad50
RAD51	Rad51
RAF1	c-Raf
RAF1	c-Raf_pS338
RAF1	C-Raf_pS338_-R-E_GBL9028278
RB1	Rb
RB1	Rb_pS807_S811
RB1	Rb_pS807_S811_-R-V_GBL9028311
RBM15	RBM15
RELA	NF-kB-p65_pS536
RELA	NF-kB-p65_pS536_-R-C_GBL9028299
RICTOR	Rictor
RICTOR	Rictor_pT1135
RICTOR	Rictor_pT1135_-R-V_GBL9028425
RPS6KA1	p90RSK_pT359_S363
RPS6KA1	p90RSK_pT359_S363_-R-C_GBL9028332
RPS6KB1	p70S6K
RPS6KB1	p70S6K_pT389
RPS6KB1	p70S6K_pT389_-R-V_GBL9028304
RPS6	S6_pS235_S236
RPS6	S6_pS235_S236_-R-V_GBL9028314
RPS6	S6_pS240_S244
RPS6	S6_pS240_S244_-R-V_GBL9028315
RPTOR	Raptor
SCD	SCD1
SMAD1	Smad1
SMAD3	Smad3
SMAD4	Smad4
SNAI1	Snail
SRC	Src
SRC	Src_pY416
SRC	Src_pY416_-R-E_GBL9028316
SRC	Src_pY527
SRC	Src_pY527_-R-V_GBL9028317
SRSF1	SF2
STAT3	STAT3_pY705
STAT3	STAT3_pY705_-R-V_GBL9028318
STAT5A	STAT5-alpha
STMN1	Stathmin
SYK	Syk
TFRC	TFRC
TGM2	Transglutaminase II
TP53BP1	53BP1
TP53	p53
TSC1	TSC1
TSC2	Tuberin
TTF1	TTF1
VASP	VASP
VHL	VHL
WWTR1	TAZ
WWTR1	TAZ_pS89
WWTR1	TAZ_pS89_-R-E_GBL9028373
XIAP	XIAP
XRCC1	XRCC1
YAP1	YAP
YAP1	YAP_pS127
YAP1	YAP_pS127_-R-C_GBL9028333
YBX1	YB-1
YBX1	YB-1_PS102
YBX1	YB-1_pS102_-R-V_GBL9028339
YWHAB	14-3-3-beta
YWHAE	14-3-3-epsilon
YWHAZ	14-3-3-zeta
